NAGLU,N-Acetyl-Alpha-Glucosaminidase,Protein Coding,P54802,50,GC17P078080,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU,,,,,,,,,,,,,,,,,,
NEUROD1,Neuronal Differentiation 1,Protein Coding,Q13562,50,GC02M181673,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1,,,,,,,,,,,,,,,,,,
PNPLA2,Patatin Like Phospholipase Domain Containing 2,Protein Coding,Q96AD5,50,GC11P002890,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2,,,,,,,,,,,,,,,,,,
SLC12A4,Solute Carrier Family 12 Member 4,Protein Coding,Q9UP95,50,GC16M071424,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A4,,,,,,,,,,,,,,,,,,
CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,P09341,49,GC04P073869,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1,,,,,,,,,,,,,,,,,,
DOCK7,Dedicator Of Cytokinesis 7,Protein Coding,Q96N67,49,GC01M062454,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK7,,,,,,,,,,,,,,,,,,
EEA1,Early Endosome Antigen 1,Protein Coding,Q15075,49,GC12M092770,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEA1,,,,,,,,,,,,,,,,,,
LMNB2,Lamin B2,Protein Coding,Q03252,49,GC19M009208,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB2,,,,,,,,,,,,,,,,,,
SAR1B,Secretion Associated Ras Related GTPase 1B,Protein Coding,Q9Y6B6,49,GC05M134601,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1B,,,,,,,,,,,,,,,,,,
ZFYVE9,Zinc Finger FYVE-Type Containing 9,Protein Coding,O95405,49,GC01P052142,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE9,,,,,,,,,,,,,,,,,,
C4BPA,Complement Component 4 Binding Protein Alpha,Protein Coding,P04003,48,GC01P207105,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4BPA,,,,,,,,,,,,,,,,,,
SERPINA7,Serpin Family A Member 7,Protein Coding,P05543,48,GC0XM106032,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7,,,,,,,,,,,,,,,,,,
SHBG,Sex Hormone Binding Globulin,Protein Coding,P04278,48,GC17P007613,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG,,,,,,,,,,,,,,,,,,
ZMPSTE24,Zinc Metallopeptidase STE24,Protein Coding,O75844,48,GC01P040258,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24,,,,,,,,,,,,,,,,,,
CREB3L3,CAMP Responsive Element Binding Protein 3 Like 3,Protein Coding,Q68CJ9,47,GC19P004153,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L3,,,,,,,,,,,,,,,,,,
CSDE1,Cold Shock Domain Containing E1,Protein Coding,O75534,46,GC01M114716,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSDE1,,,,,,,,,,,,,,,,,,
CXCL2,C-X-C Motif Chemokine Ligand 2,Protein Coding,P19875,46,GC04M074097,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL2,,,,,,,,,,,,,,,,,,
DUSP2,Dual Specificity Phosphatase 2,Protein Coding,Q05923,46,GC02M099631,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP2,,,,,,,,,,,,,,,,,,
RARRES2,Retinoic Acid Receptor Responder 2,Protein Coding,Q99969,46,GC07M150333,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARRES2,,,,,,,,,,,,,,,,,,
SAFB,Scaffold Attachment Factor B,Protein Coding,Q15424,46,GC19P005623,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB,,,,,,,,,,,,,,,,,,
ABCA6,ATP Binding Cassette Subfamily A Member 6,Protein Coding,Q8N139,45,GC17M069078,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA6,,,,,,,,,,,,,,,,,,
APOBEC1,Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 1,Protein Coding,P41238,45,GC12M007649,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC1,,,,,,,,,,,,,,,,,,
FGF21,Fibroblast Growth Factor 21,Protein Coding,Q9NSA1,45,GC19P083611,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF21,,,,,,,,,,,,,,,,,,
HLF,"HLF Transcription Factor, PAR BZIP Family Member",Protein Coding,Q16534,45,GC17P055264,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLF,,,,,,,,,,,,,,,,,,
RBM25,RNA Binding Motif Protein 25,Protein Coding,P49756,44,GC14P073058,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM25,,,,,,,,,,,,,,,,,,
SACS,Sacsin Molecular Chaperone,Protein Coding,Q9NZJ4,44,GC13M023288,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACS,,,,,,,,,,,,,,,,,,
NIPSNAP3B,Nipsnap Homolog 3B,Protein Coding,Q9BS92,43,GC09P104763,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP3B,,,,,,,,,,,,,,,,,,
DIPK1A,Divergent Protein Kinase Domain 1A,Protein Coding,Q5T7M9,40,GC01M092833,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIPK1A,,,,,,,,,,,,,,,,,,
SMAD5-AS1,SMAD5 Antisense RNA 1,RNA Gene,Q9Y6J3,25,GC05M136129,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5-AS1,,,,,,,,,,,,,,,,,,
MIR155,MicroRNA 155,RNA Gene,,24,GC21P025573,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155,,,,,,,,,,,,,,,,,,
MIR211,MicroRNA 211,RNA Gene,,24,GC15M031065,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR211,,,,,,,,,,,,,,,,,,
MIR223,MicroRNA 223,RNA Gene,,24,GC0XP066018,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223,,,,,,,,,,,,,,,,,,
APOC4-APOC2,APOC4-APOC2 Readthrough (NMD Candidate),RNA Gene,,21,GC19P044942,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC4-APOC2,,,,,,,,,,,,,,,,,,
MIR106A,MicroRNA 106a,RNA Gene,,21,GC0XM134379,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A,,,,,,,,,,,,,,,,,,
MIR877,MicroRNA 877,RNA Gene,,21,GC06P030584,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR877,,,,,,,,,,,,,,,,,,
RNU6-1,"RNA, U6 Small Nuclear 1",RNA Gene,,20,GC15M067839,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1,,,,,,,,,,,,,,,,,,
MIR188,MicroRNA 188,RNA Gene,,19,GC0XP050003,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188,,,,,,,,,,,,,,,,,,
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 Readthrough (NMD Candidate),RNA Gene,,18,GC11M109102,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL2-BSCL2,,,,,,,,,,,,,,,,,,
RNU6-2,"RNA, U6 Small Nuclear 2",RNA Gene,,17,GC19P005590,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-2,,,,,,,,,,,,,,,,,,
RNU6-7,"RNA, U6 Small Nuclear 7",RNA Gene,,16,GC14P032202,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-7,,,,,,,,,,,,,,,,,,
RNU6-8,"RNA, U6 Small Nuclear 8",RNA Gene,,16,GC14M032203,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-8,,,,,,,,,,,,,,,,,,
RNU6-9,"RNA, U6 Small Nuclear 9",RNA Gene,,14,GC19P005584,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-9,,,,,,,,,,,,,,,,,,
SOD2-OT1,SOD2 Overlapping Transcript 1,RNA Gene,,14,GC06M159772,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2-OT1,,,,,,,,,,,,,,,,,,
PGR-AS1,PGR Antisense RNA 1,RNA Gene,,13,GC11P101131,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR-AS1,,,,,,,,,,,,,,,,,,
TRE-TTC3-1,TRNA-Glu (Anticodon TTC) 3-1,RNA Gene,,11,GC01P018380,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRE-TTC3-1,,,,,,,,,,,,,,,,,,
RNU6-1-001,,RNA Gene,,8,GC10P013218,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-001,,,,,,,,,,,,,,,,,,
RNU6-1-002,,RNA Gene,,6,GC02M174560,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-002,,,,,,,,,,,,,,,,,,
RNU6-1-003,,RNA Gene,,6,GC03P181233,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-003,,,,,,,,,,,,,,,,,,
RNU6-1-004,,RNA Gene,,6,GC0XM141120,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1-004,,,,,,,,,,,,,,,,,,
LOC108491825,Enhancer-Blocking Element 11-1-2 Overlapping APOA5,Functional Element,,4,GC11P116792,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108491825,,,,,,,,,,,,,,,,,,
LOC110121269,VISTA Enhancer Hs2177,Functional Element,,4,GC03P038949,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110121269,,,,,,,,,,,,,,,,,,
LOC113939944,Sharpr-MPRA Regulatory Region 9539,Functional Element,,4,GC15P048520,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC113939944,,,,,,,,,,,,,,,,,,
CLQTL1,Cholesterol-Lowering Factor,Genetic Locus,,3,GC13U901062,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLQTL1,,,,,,,,,,,,,,,,,,
LOC122756382,Sharpr-MPRA Regulatory Region 7856,Functional Element,,2,GC02P011784,0.206621080636978,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC122756382,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gene/Locus,Gene/Locus name,Gene/Locus MIM number,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotype,Phenotype MIM number,Inheritance,Pheno map key,Mouse Gene (from MGI),,,,,,,,,,,,
,,PER3, FASPS3,Period circadian regulator 3,603427,PER3,8863,ENSG00000049246,ENST00000377532;;;ENST00000377532,mutation identified in 1 FASPS3 family,?Advanced sleep phase syndrome, familial,3,616882,Autosomal dominant,3,Per3,,,,,,,,
,,NPPA, PND, ANP, ATFB6, ATRST2,Natriuretic peptide precursor A,108780,NPPA,4878,ENSG00000175206,ENST00000376480;;;ENST00000376480,,Atrial fibrillation, familial,6,612201,Autosomal dominant,3,Nppa,,,,,
,,NPPA, PND, ANP, ATFB6, ATRST2,Natriuretic peptide precursor A,108780,NPPA,4878,ENSG00000175206,ENST00000376480;;;ENST00000376480,,Atrial standstill 2,615745,Autosomal recessive,3,Nppa,,,,,,,
,,PLA2G5, FRFB,Phospholipase A2, group V,601192,PLA2G5,5322,ENSG00000127472,ENST00000375108;;;ENST00000375108,,[Fleck retina, familial benign],22898Autosomal recessive,3,Pla2g5,,,,,,,,,
,,BFIS4, BFIC4,Seizures, benign familial infantile,4,612627,,100271922,,between D1S2864 and D1S2830,Seizures, benign familial infantile,612627,,2,,,,,,,,,
,,LDLRAP1, ARH, FHCB2, FHCB1, FHCL4,Low density lipoprotein receptor adaptor protein 1,605747,LDLRAP1,26119,ENSG00000157978,ENST00000374338;;;ENST00000374338,Hypercholesterolemia, familial,4,603813,Autosomal recessive,3,Ldlrap1,,,,,,
,,FOXE3, FKHL12, ASMD, CTRCT34, ASGD2, AAT11,Forkhead box E3,601094,FOXE3,2301,ENSG00000186790,ENST00000335071;;;ENST00000335071,,Anterior segment dysgenesis 2, multiple subtypes,610256,Autosomal recessive,3,Foxe3,,,,,
,,FOXE3, FKHL12, ASMD, CTRCT34, ASGD2, AAT11,Forkhead box E3,601094,FOXE3,2301,ENSG00000186790,ENST00000335071;;;ENST00000335071,,Cataract 34, multiple types,612968,,3,Foxe3,,,,,
,,FOXE3, FKHL12, ASMD, CTRCT34, ASGD2, AAT11,Forkhead box E3,601094,FOXE3,2301,ENSG00000186790,ENST00000335071;;;ENST00000335071,,{Aortic aneurysm, familial thoracic 11, susceptibility to},617349,Autosomal dominant,3,Foxe3,,,,
,,PCSK9, NARC1, HCHOLA3, FH3, LDLCQ1, FHCL3,Proprotein convertase, subtilisin/kexin-type,9,607786,PCSK9,255738,ENSG00000169174,ENST00000302118;;;ENST00000302118,Hypercholesterolemia, familial,3,603776,Autosomal dominant,3,Pcsk9,,,
,,PCSK9, NARC1, HCHOLA3, FH3, LDLCQ1, FHCL3,Proprotein convertase, subtilisin/kexin-type,9,607786,PCSK9,255738,ENSG00000169174,ENST00000302118;;;ENST00000302118,{Low density lipoprotein cholesterol level QTL 1},603776,Autosomal dominant,3,Pcsk9,,,,,
,,ANGPTL3, ANGPT5, FHBL2,Angiopoietin-like 3,604774,ANGPTL3,27329,ENSG00000132855,ENST00000371129;;;ENST00000371129,,Hypobetalipoproteinemia, familial,2,605019,Autosomal recessive,3,Angptl3,,,,,,,
,,SLC16A1, MCT1, HHF7, MCT1D,Solute carrier family 16 (monocarboxylic acid transporters), member 1,600682,SLC16A1,6566,ENSG00000155380,ENST00000369626;;;ENST00000369626,,Erythrocyte lactate transporter defect,245340,Autosomal dominant,3,Slc16a1,,,,,,,
,,SLC16A1, MCT1, HHF7, MCT1D,Solute carrier family 16 (monocarboxylic acid transporters), member 1,600682,SLC16A1,6566,ENSG00000155380,ENST00000369626;;;ENST00000369626,,Hyperinsulinemic hypoglycemia, familial,7,610021,Autosomal dominant,3,Slc16a1,,,,,
,,SLC16A1, MCT1, HHF7, MCT1D,Solute carrier family 16 (monocarboxylic acid transporters), member 1,600682,SLC16A1,6566,ENSG00000155380,ENST00000369626;;;ENST00000369626,,Monocarboxylate transporter 1 deficiency,616095,Autosomal dominant; Autosomal recessive,3,Slc16a1,,,,,,,
,,GJA5, CX40, ATFB11,Gap junction protein, alpha-5, 40kD (connexin 40),121013,GJA5,2702,ENSG00000265107,ENST00000579774;;;ENST00000579774,,Atrial fibrillation, familial,11,614049,Autosomal dominant,3,Gja5,,,,,
,,GJA5, CX40, ATFB11,Gap junction protein, alpha-5, 40kD (connexin 40),121013,GJA5,2702,ENSG00000265107,ENST00000579774;;;ENST00000579774,,Atrial standstill, digenic (GJA5/SCN5A),108770,Autosomal dominant,3,Gja5,,,,,,
,,FCGR1A, IGFR1, CD64,Fc fragment of IgG receptor Ia,146760,FCGR1A,2209,ENSG00000150337,ENST00000369168;;;ENST00000369168,,[IgG receptor I, phagocytic, familial deficiency of],,,3,Fcgr1,,,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Cardiomyopathy, dilated, 1A,115200,Autosomal dominant,3,Lmna,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Charcot-Marie-Tooth disease, type 2B1,605588,Autosomal recessive,3,Lmna,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Emery-Dreifuss muscular dystrophy 2, autosomal dominant,181350,Autosomal dominant,3,Lmna,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Emery-Dreifuss muscular dystrophy 3, autosomal recessive,616516,Autosomal recessive,3,Lmna,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Heart-hand syndrome, Slovenian type,610140,Autosomal dominant,3,Lmna,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Hutchinson-Gilford progeria,176670,Autosomal dominant,3,Lmna,,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Lipodystrophy, familial partial, type 2,151660,Autosomal dominant,3,Lmna,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Malouf syndrome,212112,Autosomal dominant,3,Lmna,,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Mandibuloacral dysplasia,248370,Autosomal recessive,3,Lmna,,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Muscular dystrophy, congenita613205,Autosomal dominant,3,Lmna,,,,,,
,,LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS,Lamin A/C,150330,LMNA,4000,ENSG00000160789,ENST00000368300;;;ENST00000368300,,Restrictive dermopathy 2,619793,,3,Lmna,,,,,,
,,ATP1A2, FHM2, MHP2, FARIMPD, DEE98,ATPase, Na+K+ transporting, alpha-2 polypeptide,182340,ATP1A2,477,ENSG00000018625,ENST00000361216;;;ENST00000361216,,Alternating hemiplegia of childhood 1,104290,Autosomal dominant,3,Atp1a2,,,,,
,,ATP1A2, FHM2, MHP2, FARIMPD, DEE98,ATPase, Na+K+ transporting, alpha-2 polypeptide,182340,ATP1A2,477,ENSG00000018625,ENST00000361216;;;ENST00000361216,,Developmental and epileptic encephalopathy 98,619605,Autosomal dominant,3,Atp1a2,,,,,
,,ATP1A2, FHM2, MHP2, FARIMPD, DEE98,ATPase, Na+K+ transporting, alpha-2 polypeptide,182340,ATP1A2,477,ENSG00000018625,ENST00000361216;;;ENST00000361216,,Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies,619602,Autosomal recessive,3,Atp1a2,
,,ATP1A2, FHM2, MHP2, FARIMPD, DEE98,ATPase, Na+K+ transporting, alpha-2 polypeptide,182340,ATP1A2,477,ENSG00000018625,ENST00000361216;;;ENST00000361216,,Migraine, familial basilar,602481,Autosomal dominant,3,Atp1a2,,,,
,,ATP1A2, FHM2, MHP2, FARIMPD, DEE98,ATPase, Na+K+ transporting, alpha-2 polypeptide,182340,ATP1A2,477,ENSG00000018625,ENST00000361216;;;ENST00000361216,,Migraine, familial hemiplegic,2,602481,Autosomal dominant,3,Atp1a2,,,
,,NCSTN,Nicastrin,605254,NCSTN,23385,ENSG00000162736,ENST00000294785;;;ENST00000294785,,Acne inversa, familial,1,142690,Autosomal dominant,Ncstn,,,,,,,,,,
,,USF1, HYPLIP1,Upstream transcription factor 1,191523,USF1,7391,ENSG00000158773,ENST00000368021;;;ENST00000368021,,{Hyperlipidemia, familial combined, susceptibility to},602491,,3,Usf1,,,,,,,,
,,APOA2,Apolipoprotein A-II,107670,APOA2,336,ENSG00000158874,ENST00000367990;;;ENST00000367990,,Apolipoprotein A-II deficiency,,,3,Apoa2,,,,,,,,,,,
,,APOA2,Apolipoprotein A-II,107670,APOA2,336,ENSG00000158874,ENST00000367990;;;ENST00000367990,,{Hypercholesterolemia, familial, modifier of},14389Autosomal dominant; Autosomal recessive,3,Apoa2,,,,,,,,,,
,,MGR6, FHM3,Migraine, several forms,607516,,317773,,,{Migraine with or without aura, susceptibility to, 6},607516,Autosomal dominant,2,,,,,,,,,
,,MGR6, FHM3,Migraine, several forms,607516,,317773,,,{Migraine, familial hemiplegic, 4},607516,Autosomal dominant,2,,,,,,,,,
,,CDC73, HRPT2, C1orf28,Cell division cycle 73,607393,CDC73,79577,ENSG00000134371,ENST00000367435;;;ENST00000367435,,Hyperparathyroidism, familial primary145000,Autosomal dominant,3,Cdc73,,,,,,,,,
,,CDC73, HRPT2, C1orf28,Cell division cycle 73,607393,CDC73,79577,ENSG00000134371,ENST00000367435;;;ENST00000367435,,Hyperparathyroidism-jaw tumor syndrom145001,Autosomal dominant,3,Cdc73,,,,,,,,,,
,,CDC73, HRPT2, C1orf28,Cell division cycle 73,607393,CDC73,79577,ENSG00000134371,ENST00000367435;;;ENST00000367435,,Parathyroid adenoma with cystic changes,145001,Autosomal dominant,3,Cdc73,,,,,,,,,
,,CDC73, HRPT2, C1orf28,Cell division cycle 73,607393,CDC73,79577,ENSG00000134371,ENST00000367435;;;ENST00000367435,,Parathyroid carcinoma,608266,,Cdc73,,,,,,,,,,
,,PFHB2,Progressive familial heart block, type II,140400,,105463127,,between D1S70 and D1S505,Progressive familial heart block, type II,140400,Autosomal dominant,2,,,,,,,,,,,
,,TNNT2, CMH2, CMD1D, RCM3, LVNC6,Troponin-T2, cardiac,191045,TNNT2,7139,ENSG00000118194,ENST00000656932;;;ENST00000656932,,Cardiomyopathy, dilated, 1D,601494,Autosomal dominant,3,Tnnt2,,,,
,,TNNT2, CMH2, CMD1D, RCM3, LVNC6,Troponin-T2, cardiac,191045,TNNT2,7139,ENSG00000118194,ENST00000656932;;;ENST00000656932,,Cardiomyopathy, familial restrictive,3,612422,Autosomal dominant,3,Tnnt2,,,,
,,TNNT2, CMH2, CMD1D, RCM3, LVNC6,Troponin-T2, cardiac,191045,TNNT2,7139,ENSG00000118194,ENST00000656932;;;ENST00000656932,,Cardiomyopathy, hypertrophic,2,115195,Autosomal dominant,3,Tnnt2,,,,
,,TNNT2, CMH2, CMD1D, RCM3, LVNC6,Troponin-T2, cardiac,191045,TNNT2,7139,ENSG00000118194,ENST00000656932;;;ENST00000656932,,Left ventricular noncompaction 6,601494,Autosomal dominant,3,Tnnt2,,,,,,
,,CNTN2, TAX, TAX1, FAME5,Contactin 2 (transiently-expressed axonal glycoprotein),190197,CNTN2,6900,ENSG00000184144,ENST00000331830;;;ENST00000331830,1 family identified with mutation,?Epilepsy, myoclonic, familial adult,5,615400,Autosomal recessive,3,Cntn2,,,,,
,,EGLN1, PHD2, HIFPH2, C1orf12, ZMYND6, SM20, ECYT3, HALAH,egl-9 family hypoxia inducible factor 1,606425,EGLN1,54583,ENSG00000135766,ENST00000366641;;;ENST00000366641,,Erythrocytosis, familial,3,609820,Autosomal dominant,3,Egln1,,
,,EGLN1, PHD2, HIFPH2, C1orf12, ZMYND6, SM20, ECYT3, HALAH,egl-9 family hypoxia inducible factor 1,606425,EGLN1,54583,ENSG00000135766,ENST00000366641;;;ENST00000366641,,[Hemoglobin, high altitude adaptation],609070,Autosomal dominant,3,Egln1,,,
,,NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH,NLR family, pyrin domain containing 3,606416,NLRP3,114548,ENSG00000162711,ENST00000336119;;;ENST00000336119,CINCA syndrome,607115,Autosomal dominant,3,Nlrp3,,,,
,,NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH,NLR family, pyrin domain containing 3,606416,NLRP3,114548,ENSG00000162711,ENST00000336119;;;ENST00000336119,Deafness, autosomal dominant 34, with or without inflammation,617772,Autosomal dominant,3,Nlrp3,,
,,NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH,NLR family, pyrin domain containing 3,606416,NLRP3,114548,ENSG00000162711,ENST00000336119;;;ENST00000336119,Familial cold inflammatory syndrome 1,120100,Autosomal dominant,3,Nlrp3,,,,
,,NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH,NLR family, pyrin domain containing 3,606416,NLRP3,114548,ENSG00000162711,ENST00000336119;;;ENST00000336119,Keratoendothelitis fugax hereditaria,148200,Autosomal dominant,3,Nlrp3,,,,
,,NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH,NLR family, pyrin domain containing 3,606416,NLRP3,114548,ENSG00000162711,ENST00000336119;;;ENST00000336119,Muckle-Wells syndrome,191900,Autosomal dominant,3,Nlrp3,,,,
,,APOB, FLDB, LDLCQ4, FCHL2,Apolipoprotein B (including Ag(x) antigen),107730,APOB,338,ENSG00000084674,ENST00000233242;;;ENST00000233242,1 gene for liver apo-B100 and gut apo-B48; Ag linked,Hypercholesterolemia, familial,2,144010,Autosomal dominant,3,Apob,,,,,,
,,APOB, FLDB, LDLCQ4, FCHL2,Apolipoprotein B (including Ag(x) antigen),107730,APOB,338,ENSG00000084674,ENST00000233242;;;ENST00000233242,1 gene for liver apo-B100 and gut apo-B48; Ag linked,Hypobetalipoproteinemia,615558,Autosomal recessive,3,Apob,,,,,,,,
,,CANDF1, CMCT,Candidiasis, familial,1,114580,,117084,,between D2S367 and D2S2240,Candidiasis, familial,1, autosomal dominant,11458Autosomal dominant,2,,,,,,,,
,,NLRC4, CARD12, CLAN, IPAF, AIFEC, FCAS4,NLR family, caspase recruitment domain-containing 4,606831,NLRC4,58484,ENSG00000091106,ENST00000402280;;;ENST00000402280,mutation identified in 1 FCAS4 family,?Familial cold autoinflammatory syndrome 4,616115,Autosomal dominant,3,Nlrc4,,,,,
,,NLRC4, CARD12, CLAN, IPAF, AIFEC, FCAS4,NLR family, caspase recruitment domain-containing 4,606831,NLRC4,58484,ENSG00000091106,ENST00000402280;;;ENST00000402280,mutation identified in 1 FCAS4 family,Autoinflammation with infantile enterocolitis,616050,Autosomal dominant,3,Nlrc4,,,,,
,,HNFJ3,Hyperuricemic nephropathy, familial juvenile,3,614227,,100689490,,between rs372139 and rs896986,Hyperuricemic nephropathy, familial juvenile,3,614227,Autosomal dominant,2,,,,,,,,,
,,EPAS1, MOP2, HIF2A, ECYT4,Endothelial PAS domain protein 1,603349,EPAS1,2034,ENSG00000116016,ENST00000263734;;;ENST00000263734,,Erythrocytosis, familial,4,611783,Autosomal dominant,3,Epas1,,,,,,
